MONTH,Column1,Haematology,General Coag,Haemophilia,Thrombophilia,Miscellaneous,AcuStar,PT,INR,PT50,APTT,APTT RATIO,APTT50,D-DIMER,FIB CLAUS,Fibrinogen Antigen,TT5,Anti-Xa,FVIII inhibitor Screen,FVIII Inhibitor Assay,FIX Inhibitor Screen,FX Inhibitor Screen,FX Inhibitor Assay,Apixiban,Dabigatran,Rivaroxaban,FII,FV,FVII,FVIII,FVIII Dade,FVIII Chromogenic,FVIII Refacto,FIX,FIX Dade,FX,Factor X:Ag,FX Chromogenic,FXI,FXI Dade,FXII,FXIII Antigen,HIT SCREEN,VWF RICOF,VWF antigen,VWF:CBA,VWF Activity,ADAMST13,CAT-ETP,ROTEM,PFA,Light transmission Platelet Aggregometry,Platelet Nucleotides,APC Ratio,Protein C,FreePS,AT,APTT Dade,APTT Lupus Screen Ratio,Liq AT,LACSR,LACCR,TOTALS,Multiplate aggregation
JUNE 2016,78,36153.00,31630.00,2153.00,2132.00,90.00,104.00,13566.00,723.00,0.00,7282.00,171.00,0.00,548.00,723.00,0.00,45.00,84.00,31.00,8.00,0.00,0.00,0.00,0.00,2.00,2.00,21.00,23.00,29.00,222.00,0.00,9.00,6.00,94.00,0.00,24.00,0.00,0.00,82.00,0.00,55.00,19.00,6.00,100.00,103.00,,,16.00,4.00,20.00,4.00,0.00,29.00,62.00,95.00,101.00,124.00,311.00,303.00,1.00,309.00,35.00,36153.00,32.00
JULY 2016,79,33602.00,29618.00,1989.00,1804.00,81.00,74.00,12523.00,3794.00,1.00,7112.00,95.00,0.00,456.00,750.00,0.00,41.00,102.00,23.00,9.00,4.00,0.00,0.00,0.00,0.00,2.00,20.00,20.00,21.00,182.00,0.00,20.00,10.00,92.00,0.00,27.00,0.00,0.00,87.00,0.00,32.00,15.00,7.00,69.00,74.00,,,11.00,8.00,18.00,12.00,0.00,31.00,44.00,67.00,69.00,85.00,295.00,286.00,1.00,296.00,29.00,33602.00,30.00
AUGUST 2016,80,36517.00,31886.00,1926.00,2424.00,107.00,110.00,13746.00,3429.00,1.00,7643.00,382.00,0.00,475.00,738.00,0.00,51.00,94.00,34.00,11.00,2.00,0.00,0.00,1.00,0.00,1.00,19.00,18.00,23.00,182.00,6.00,11.00,13.00,73.00,2.00,19.00,0.00,0.00,74.00,1.00,46.00,16.00,19.00,102.00,108.00,,,19.00,9.00,30.00,17.00,0.00,29.00,62.00,127.00,128.00,137.00,340.00,332.00,0.00,339.00,52.00,36517.00,34.00
SEPTEMBER 2016,81,33699.00,29906.00,1626.00,1931.00,107.00,88.00,12683.00,3548.00,1.00,7032.00,232.00,0.00,471.00,817.00,0.00,51.00,104.00,16.00,15.00,1.00,0.00,0.00,0.00,7.00,0.00,17.00,21.00,20.00,155.00,0.00,6.00,13.00,57.00,0.00,17.00,0.00,0.00,63.00,0.00,36.00,14.00,15.00,88.00,88.00,,,2.00,16.00,34.00,14.00,0.00,41.00,65.00,90.00,91.00,114.00,266.00,261.00,0.00,264.00,46.00,33699.00,35.00
OCTOBER 2016,82,35591.00,31100.00,2124.00,2059.00,129.00,112.00,13208.00,3888.00,0.00,7681.00,170.00,0.00,501.00,784.00,0.00,41.00,118.00,18.00,19.00,2.00,0.00,0.00,1.00,4.00,4.00,35.00,27.00,34.00,208.00,0.00,6.00,5.00,82.00,1.00,39.00,0.00,0.00,67.00,1.00,38.00,23.00,5.00,110.00,105.00,,,5.00,19.00,34.00,19.00,0.00,54.00,54.00,100.00,100.00,119.00,296.00,295.00,6.00,298.00,34.00,35591.00,36.00
NOVEMBER 2016,83,35555.00,31339.00,1747.00,2222.00,128.00,81.00,13419.00,3560.00,0.00,7565.00,328.00,0.00,475.00,850.00,0.00,48.00,101.00,26.00,10.00,1.00,0.00,0.00,3.00,2.00,5.00,15.00,14.00,25.00,181.00,7.00,9.00,8.00,73.00,7.00,15.00,0.00,0.00,69.00,0.00,56.00,13.00,6.00,79.00,80.00,18.00,,13.00,26.00,27.00,18.00,0.00,44.00,58.00,103.00,107.00,116.00,327.00,321.00,7.00,326.00,45.00,35555.00,35.00
DECEMBER 2016,84,33623.00,30197.00,1216.00,1994.00,85.00,77.00,12606.00,3756.00,0.00,7540.00,219.00,0.00,448.00,899.00,0.00,33.00,176.00,32.00,14.00,0.00,0.00,0.00,10.00,4.00,5.00,5.00,11.00,12.00,123.00,0.00,18.00,9.00,57.00,0.00,6.00,0.00,0.00,42.00,0.00,26.00,14.00,18.00,64.00,64.00,10.00,,9.00,9.00,26.00,13.00,0.00,26.00,65.00,81.00,84.00,101.00,295.00,291.00,1.00,294.00,46.00,33623.00,16.00
JANUARY 2017,85,37131.00,32919.00,1748.00,2168.00,123.00,102.00,13633.00,4273.00,0.00,7953.00,366.00,0.00,569.00,858.00,0.00,60.00,152.00,38.00,17.00,0.00,0.00,0.00,3.00,1.00,5.00,18.00,20.00,23.00,187.00,7.00,22.00,8.00,62.00,5.00,20.00,0.00,0.00,53.00,5.00,44.00,21.00,11.00,95.00,98.00,5.00,,5.00,21.00,33.00,18.00,0.00,42.00,61.00,94.00,94.00,110.00,321.00,321.00,9.00,321.00,45.00,37131.00,34.00
FEBRUARY 2017,86,33396.00,29212.00,1584.00,2335.00,118.00,93.00,12005.00,3736.00,0.00,7118.00,473.00,0.00,499.00,765.00,0.00,56.00,192.00,28.00,14.00,0.00,0.00,0.00,0.00,0.00,6.00,16.00,22.00,25.00,158.00,0.00,21.00,5.00,54.00,0.00,23.00,0.00,0.00,43.00,0.00,47.00,20.00,6.00,86.00,86.00,6.00,,8.00,15.00,28.00,17.00,0.00,47.00,71.00,118.00,118.00,142.00,319.00,318.00,23.00,322.00,31.00,33396.00,34.00
MARCH 2017,87,37667.00,32552.00,2237.00,2547.00,135.00,104.00,13492.00,3976.00,0.00,7950.00,397.00,0.00,776.00,841.00,0.00,55.00,127.00,46.00,15.00,0.00,0.00,0.00,0.00,2.00,1.00,23.00,22.00,28.00,245.00,0.00,28.00,14.00,79.00,0.00,23.00,0.00,0.00,67.00,0.00,68.00,17.00,11.00,100.00,100.00,4.00,,18.00,11.00,38.00,14.00,0.00,45.00,83.00,132.00,132.00,155.00,343.00,343.00,18.00,343.00,41.00,37667.00,37.00
APRIL 2017,88,32626.00,29108.00,1428.00,1865.00,85.00,81.00,11708.00,3872.00,0.00,7096.00,276.00,0.00,1042.00,735.00,0.00,40.00,113.00,37.00,5.00,9.00,0.00,0.00,1.00,0.00,2.00,11.00,10.00,16.00,152.00,0.00,26.00,10.00,58.00,0.00,21.00,0.00,0.00,41.00,0.00,30.00,5.00,10.00,78.00,78.00,3.00,,8.00,10.00,33.00,10.00,0.00,23.00,54.00,96.00,97.00,125.00,245.00,244.00,31.00,244.00,29.00,32626.00,21.00
MAY 2017,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.324909747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.024993057,0.069230769,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6.923076923,1.01105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
